Neural Network Name, Layer Number, NumPEs, Runtime (Cycles), Activity count-based Energy (nJ), Throughput (MACs/Cycle), Throughput Per Energy (GMACs/s*J), Area, Power, NoC BW (Elements/cycle), Avg BW Req, Peak BW Req, Vector Width,  L2 SRAM Size (Bytes), L1 SRAM Size (Bytes), Multicasting Factor (Weight), Multicasting Factor (Input), Num Total Input Pixels, Num Total Weight Pixels, Ops/J, Num MACs, PE power, L1 power, L2 power, NOC power, input l1 read, input l1 write, input l2 read, input l2 write, input reuse factor,filter l1 read, filter l1 write, filter l2 read, filter l2 write, filter reuse factor,output l1 read, output l1 write, output l2 read, output l2 write, output reuse factor,Ingress Delay (Min), Ingress Delay (Max), Ingress Delay (Avg), Egress Delay (Min), Egress Delay (Max),  Egress Delay (Avg),Compute Delay (Min), Compute Delay (Min), Compute Delay (Avg),Avg number of utilized PEs, Arithmetic Intensity
Resnet50,CONV3_1_3,256,401409,8.52689e+08,128,150.113,4.39674e+08,6004.41,1024,32.143,160,9,648,6,1,1,100352,65536,6.02567e+07,51380224,2816.18,56.5248,4,3127.71,51380224, 12836928, 12836928, 100352, 4.00253, 51380224, 65536, 65536, 65536, 784, 51380224, 51380224, 401408, 802816, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 256, 4
Resnet50,CONV3_1_Residual,256,1569,2.33253e+07,255.837,10968.2,4.39674e+08,6004.41,1024,256.327,512,9,1536,6,1,1,401408,512,1.72091e+07,401408,2816.18,56.5248,4,3127.71,401408, 401408, 401408, 401408, 1, 401408, 512, 512, 512, 784, 401408, 401408, 401408, 401408, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 256, 1
Resnet50,CONV3_2_1,256,200705,1.22297e+08,127.999,1046.63,4.39674e+08,6004.41,1024,32.1534,160,9,648,6,1,1,200704,32768,2.10064e+08,25690112,2816.18,56.5248,4,3127.71,25690112, 6420544, 6420544, 200704, 4.00124, 25690112, 32768, 32768, 32768, 784, 25690112, 25690112, 100352, 401408, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 256, 4
Resnet50,CONV3_2_2,256,129795,3.25623e+08,767.982,2358.5,4.39674e+08,6004.41,1024,69.9216,960,9,5768,54,1,1,100352,147456,3.06122e+08,99680256,2816.18,56.5248,4,3127.71,99680256, 8927808, 8927808, 100352, 11.1651, 99680256, 147456, 147456, 147456, 676, 99680256, 99680256, 86528, 173056, 1, 1, 3, 1, 1, 1, 1, 3, 3, 3, 256, 12
Resnet50,CONV3_2_3,256,401409,8.52689e+08,128,150.113,4.39674e+08,6004.41,1024,32.143,160,9,648,6,1,1,100352,65536,6.02567e+07,51380224,2816.18,56.5248,4,3127.71,51380224, 12836928, 12836928, 100352, 4.00253, 51380224, 65536, 65536, 65536, 784, 51380224, 51380224, 401408, 802816, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 256, 4
Resnet50,CONV3_1_Residual,256,1569,2.33253e+07,255.837,10968.2,4.39674e+08,6004.41,1024,256.327,512,9,1536,6,1,1,401408,512,1.72091e+07,401408,2816.18,56.5248,4,3127.71,401408, 401408, 401408, 401408, 1, 401408, 512, 512, 512, 784, 401408, 401408, 401408, 401408, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 256, 1
Resnet50,CONV3_3_1,256,200705,1.22297e+08,127.999,1046.63,4.39674e+08,6004.41,1024,32.1534,160,9,648,6,1,1,200704,32768,2.10064e+08,25690112,2816.18,56.5248,4,3127.71,25690112, 6420544, 6420544, 200704, 4.00124, 25690112, 32768, 32768, 32768, 784, 25690112, 25690112, 100352, 401408, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 256, 4
Resnet50,CONV3_3_2,256,129795,3.25623e+08,767.982,2358.5,4.39674e+08,6004.41,1024,69.9216,960,9,5768,54,1,1,100352,147456,3.06122e+08,99680256,2816.18,56.5248,4,3127.71,99680256, 8927808, 8927808, 100352, 11.1651, 99680256, 147456, 147456, 147456, 676, 99680256, 99680256, 86528, 173056, 1, 1, 3, 1, 1, 1, 1, 3, 3, 3, 256, 12
Resnet50,CONV3_3_3,256,401409,8.52689e+08,128,150.113,4.39674e+08,6004.41,1024,32.143,160,9,648,6,1,1,100352,65536,6.02567e+07,51380224,2816.18,56.5248,4,3127.71,51380224, 12836928, 12836928, 100352, 4.00253, 51380224, 65536, 65536, 65536, 784, 51380224, 51380224, 401408, 802816, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 256, 4
Resnet50,CONV3_3_Residual,256,1569,2.33253e+07,255.837,10968.2,4.39674e+08,6004.41,1024,256.327,512,9,1536,6,1,1,401408,512,1.72091e+07,401408,2816.18,56.5248,4,3127.71,401408, 401408, 401408, 401408, 1, 401408, 512, 512, 512, 784, 401408, 401408, 401408, 401408, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 256, 1
Resnet50,CONV3_4_1,256,200705,1.22297e+08,127.999,1046.63,4.39674e+08,6004.41,1024,32.1534,160,9,648,6,1,1,200704,32768,2.10064e+08,25690112,2816.18,56.5248,4,3127.71,25690112, 6420544, 6420544, 200704, 4.00124, 25690112, 32768, 32768, 32768, 784, 25690112, 25690112, 100352, 401408, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 256, 4
Resnet50,CONV3_4_2,256,129795,3.25623e+08,767.982,2358.5,4.39674e+08,6004.41,1024,69.9216,960,9,5768,54,1,1,100352,147456,3.06122e+08,99680256,2816.18,56.5248,4,3127.71,99680256, 8927808, 8927808, 100352, 11.1651, 99680256, 147456, 147456, 147456, 676, 99680256, 99680256, 86528, 173056, 1, 1, 3, 1, 1, 1, 1, 3, 3, 3, 256, 12
Resnet50,CONV3_4_3,256,401409,8.52689e+08,128,150.113,4.39674e+08,6004.41,1024,32.143,160,9,648,6,1,1,100352,65536,6.02567e+07,51380224,2816.18,56.5248,4,3127.71,51380224, 12836928, 12836928, 100352, 4.00253, 51380224, 65536, 65536, 65536, 784, 51380224, 51380224, 401408, 802816, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 256, 4
Resnet50,CONV3_4_Residual,256,1569,2.33253e+07,255.837,10968.2,4.39674e+08,6004.41,1024,256.327,512,9,1536,6,1,1,401408,512,1.72091e+07,401408,2816.18,56.5248,4,3127.71,401408, 401408, 401408, 401408, 1, 401408, 512, 512, 512, 784, 401408, 401408, 401408, 401408, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 256, 1
Resnet50,CONV4_1_1,256,200705,1.28946e+08,127.999,992.656,4.39674e+08,6004.41,1024,32.633,160,9,648,6,1,1,401408,131072,1.99231e+08,25690112,2816.18,56.5248,4,3127.71,25690112, 6418496, 6418496, 401408, 4.00251, 25690112, 131072, 131072, 131072, 196, 25690112, 25690112, 200704, 401408, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 256, 4
Resnet50,CONV4_1_2,256,110595,3.27492e+08,767.979,2345.03,4.39674e+08,6004.41,1024,79.6719,960,9,5768,54,1,1,50176,589824,2.59349e+08,84934656,2816.18,56.5248,4,3127.71,84934656, 8221248, 8221248, 50176, 10.3311, 84934656, 589824, 589824, 589824, 144, 84934656, 84934656, 36864, 147456, 1, 1, 3, 1, 1, 1, 1, 3, 3, 3, 256, 12
Resnet50,CONV4_1_3,256,401409,7.68343e+08,128,166.592,4.39674e+08,6004.41,1024,32.6124,160,9,648,6,1,1,50176,262144,6.68714e+07,51380224,2816.18,56.5248,4,3127.71,51380224, 12828736, 12828736, 50176, 4.00509, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 200704, 802816, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 256, 4
Resnet50,CONV4_1_Residual,256,785,1.16897e+07,255.674,21871.8,4.39674e+08,6004.41,1024,257.306,512,9,1536,6,1,1,200704,1024,1.71693e+07,200704,2816.18,56.5248,4,3127.71,200704, 200704, 200704, 200704, 1, 200704, 1024, 1024, 1024, 196, 200704, 200704, 200704, 200704, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 256, 1
Resnet50,CONV4_2_1,256,401409,2.43259e+08,128,526.187,4.39674e+08,6004.41,1024,32.643,160,9,648,6,1,1,200704,262144,2.11216e+08,51380224,2816.18,56.5248,4,3127.71,51380224, 12841024, 12841024, 200704, 4.00126, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 50176, 802816, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 256, 4
Resnet50,CONV4_2_2,256,110595,4.93509e+08,767.979,1556.16,4.39674e+08,6004.41,1024,79.6719,960,9,5768,54,1,1,50176,589824,1.72104e+08,84934656,2816.18,56.5248,4,3127.71,84934656, 8221248, 8221248, 50176, 10.3311, 84934656, 589824, 589824, 589824, 144, 84934656, 84934656, 36864, 147456, 1, 1, 3, 1, 1, 1, 1, 3, 3, 3, 256, 12
Resnet50,CONV4_2_3,256,401409,7.68343e+08,128,166.592,4.39674e+08,6004.41,1024,32.6124,160,9,648,6,1,1,50176,262144,6.68714e+07,51380224,2816.18,56.5248,4,3127.71,51380224, 12828736, 12828736, 50176, 4.00509, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 200704, 802816, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 256, 4
Resnet50,CONV4_2_Residual,256,785,1.16897e+07,255.674,21871.8,4.39674e+08,6004.41,1024,257.306,512,9,1536,6,1,1,200704,1024,1.71693e+07,200704,2816.18,56.5248,4,3127.71,200704, 200704, 200704, 200704, 1, 200704, 1024, 1024, 1024, 196, 200704, 200704, 200704, 200704, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 256, 1
Resnet50,CONV4_3_1,256,401409,2.43259e+08,128,526.187,4.39674e+08,6004.41,1024,32.643,160,9,648,6,1,1,200704,262144,2.11216e+08,51380224,2816.18,56.5248,4,3127.71,51380224, 12841024, 12841024, 200704, 4.00126, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 50176, 802816, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 256, 4
Resnet50,CONV4_3_2,256,110595,4.93509e+08,767.979,1556.16,4.39674e+08,6004.41,1024,79.6719,960,9,5768,54,1,1,50176,589824,1.72104e+08,84934656,2816.18,56.5248,4,3127.71,84934656, 8221248, 8221248, 50176, 10.3311, 84934656, 589824, 589824, 589824, 144, 84934656, 84934656, 36864, 147456, 1, 1, 3, 1, 1, 1, 1, 3, 3, 3, 256, 12
Resnet50,CONV4_3_3,256,401409,7.68343e+08,128,166.592,4.39674e+08,6004.41,1024,32.6124,160,9,648,6,1,1,50176,262144,6.68714e+07,51380224,2816.18,56.5248,4,3127.71,51380224, 12828736, 12828736, 50176, 4.00509, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 200704, 802816, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 256, 4
Resnet50,CONV4_3_Residual,256,785,1.16897e+07,255.674,21871.8,4.39674e+08,6004.41,1024,257.306,512,9,1536,6,1,1,200704,1024,1.71693e+07,200704,2816.18,56.5248,4,3127.71,200704, 200704, 200704, 200704, 1, 200704, 1024, 1024, 1024, 196, 200704, 200704, 200704, 200704, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 256, 1
Resnet50,CONV4_4_1,256,401409,2.43259e+08,128,526.187,4.39674e+08,6004.41,1024,32.643,160,9,648,6,1,1,200704,262144,2.11216e+08,51380224,2816.18,56.5248,4,3127.71,51380224, 12841024, 12841024, 200704, 4.00126, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 50176, 802816, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 256, 4
Resnet50,CONV4_4_2,256,110595,4.93509e+08,767.979,1556.16,4.39674e+08,6004.41,1024,79.6719,960,9,5768,54,1,1,50176,589824,1.72104e+08,84934656,2816.18,56.5248,4,3127.71,84934656, 8221248, 8221248, 50176, 10.3311, 84934656, 589824, 589824, 589824, 144, 84934656, 84934656, 36864, 147456, 1, 1, 3, 1, 1, 1, 1, 3, 3, 3, 256, 12
Resnet50,CONV4_4_3,256,401409,7.68343e+08,128,166.592,4.39674e+08,6004.41,1024,32.6124,160,9,648,6,1,1,50176,262144,6.68714e+07,51380224,2816.18,56.5248,4,3127.71,51380224, 12828736, 12828736, 50176, 4.00509, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 200704, 802816, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 256, 4
Resnet50,CONV4_4_Residual,256,785,1.16897e+07,255.674,21871.8,4.39674e+08,6004.41,1024,257.306,512,9,1536,6,1,1,200704,1024,1.71693e+07,200704,2816.18,56.5248,4,3127.71,200704, 200704, 200704, 200704, 1, 200704, 1024, 1024, 1024, 196, 200704, 200704, 200704, 200704, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 256, 1
Resnet50,CONV4_5_1,256,401409,2.43259e+08,128,526.187,4.39674e+08,6004.41,1024,32.643,160,9,648,6,1,1,200704,262144,2.11216e+08,51380224,2816.18,56.5248,4,3127.71,51380224, 12841024, 12841024, 200704, 4.00126, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 50176, 802816, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 256, 4
Resnet50,CONV4_5_2,256,110595,4.93509e+08,767.979,1556.16,4.39674e+08,6004.41,1024,79.6719,960,9,5768,54,1,1,50176,589824,1.72104e+08,84934656,2816.18,56.5248,4,3127.71,84934656, 8221248, 8221248, 50176, 10.3311, 84934656, 589824, 589824, 589824, 144, 84934656, 84934656, 36864, 147456, 1, 1, 3, 1, 1, 1, 1, 3, 3, 3, 256, 12
Resnet50,CONV4_5_3,256,401409,7.68343e+08,128,166.592,4.39674e+08,6004.41,1024,32.6124,160,9,648,6,1,1,50176,262144,6.68714e+07,51380224,2816.18,56.5248,4,3127.71,51380224, 12828736, 12828736, 50176, 4.00509, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 200704, 802816, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 256, 4
Resnet50,CONV4_5_Residual,256,785,1.16897e+07,255.674,21871.8,4.39674e+08,6004.41,1024,257.306,512,9,1536,6,1,1,200704,1024,1.71693e+07,200704,2816.18,56.5248,4,3127.71,200704, 200704, 200704, 200704, 1, 200704, 1024, 1024, 1024, 196, 200704, 200704, 200704, 200704, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 256, 1
Resnet50,CONV4_6_1,256,401409,2.43259e+08,128,526.187,4.39674e+08,6004.41,1024,32.643,160,9,648,6,1,1,200704,262144,2.11216e+08,51380224,2816.18,56.5248,4,3127.71,51380224, 12841024, 12841024, 200704, 4.00126, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 50176, 802816, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 256, 4
Resnet50,CONV4_6_2,256,110595,4.93509e+08,767.979,1556.16,4.39674e+08,6004.41,1024,79.6719,960,9,5768,54,1,1,50176,589824,1.72104e+08,84934656,2816.18,56.5248,4,3127.71,84934656, 8221248, 8221248, 50176, 10.3311, 84934656, 589824, 589824, 589824, 144, 84934656, 84934656, 36864, 147456, 1, 1, 3, 1, 1, 1, 1, 3, 3, 3, 256, 12
Resnet50,CONV4_6_3,256,401409,7.68343e+08,128,166.592,4.39674e+08,6004.41,1024,32.6124,160,9,648,6,1,1,50176,262144,6.68714e+07,51380224,2816.18,56.5248,4,3127.71,51380224, 12828736, 12828736, 50176, 4.00509, 51380224, 262144, 262144, 262144, 196, 51380224, 51380224, 200704, 802816, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 256, 4
Resnet50,CONV4_6_Residual,256,785,1.16897e+07,255.674,21871.8,4.39674e+08,6004.41,1024,257.306,512,9,1536,6,1,1,200704,1024,1.71693e+07,200704,2816.18,56.5248,4,3127.71,200704, 200704, 200704, 200704, 1, 200704, 1024, 1024, 1024, 196, 200704, 200704, 200704, 200704, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 256, 1
Resnet50,CONV5_1_1,256,200705,1.37208e+08,127.999,932.885,4.39674e+08,6004.41,1024,34.5717,160,9,648,6,1,1,200704,524288,1.87235e+08,25690112,2816.18,56.5248,4,3127.71,25690112, 6414400, 6414400, 200704, 4.00507, 25690112, 524288, 524288, 524288, 49, 25690112, 25690112, 100352, 401408, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 256, 4
Resnet50,CONV5_1_2,256,76803,3.62666e+08,767.97,2117.57,4.39674e+08,6004.41,1024,119.368,960,9,5768,54,1,1,25088,2359296,1.62636e+08,58982400,2816.18,56.5248,4,3127.71,58982400, 6808128, 6808128, 25088, 8.66353, 58982400, 2359296, 2359296, 2359296, 25, 58982400, 58982400, 12800, 102400, 1, 1, 3, 1, 1, 1, 1, 3, 3, 3, 256, 12
Resnet50,CONV5_1_3,256,401409,6.36991e+08,128,200.944,4.39674e+08,6004.41,1024,34.5308,160,9,648,6,1,1,25088,1048576,8.06608e+07,51380224,2816.18,56.5248,4,3127.71,51380224, 12812352, 12812352, 25088, 4.01021, 51380224, 1048576, 1048576, 1048576, 49, 51380224, 51380224, 100352, 802816, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 256, 4
Resnet50,CONV5_1_Residual,256,393,5.89885e+06,255.349,43287.9,4.39674e+08,6004.41,1024,261.224,512,9,1536,6,1,1,100352,2048,1.70121e+07,100352,2816.18,56.5248,4,3127.71,100352, 100352, 100352, 100352, 1, 100352, 2048, 2048, 2048, 49, 100352, 100352, 100352, 100352, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 256, 1
Resnet50,CONV5_2_1,256,401409,2.67202e+08,128,479.037,4.39674e+08,6004.41,1024,34.592,160,9,648,6,1,1,100352,1048576,1.9229e+08,51380224,2816.18,56.5248,4,3127.71,51380224, 12836928, 12836928, 100352, 4.00253, 51380224, 1048576, 1048576, 1048576, 49, 51380224, 51380224, 25088, 802816, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 256, 4
Resnet50,CONV5_2_2,256,76803,5.29281e+08,767.97,1450.97,4.39674e+08,6004.41,1024,119.368,960,9,5768,54,1,1,25088,2359296,1.11439e+08,58982400,2816.18,56.5248,4,3127.71,58982400, 6808128, 6808128, 25088, 8.66353, 58982400, 2359296, 2359296, 2359296, 25, 58982400, 58982400, 12800, 102400, 1, 1, 3, 1, 1, 1, 1, 3, 3, 3, 256, 12
Resnet50,CONV5_2_3,256,401409,6.36991e+08,128,200.944,4.39674e+08,6004.41,1024,34.5308,160,9,648,6,1,1,25088,1048576,8.06608e+07,51380224,2816.18,56.5248,4,3127.71,51380224, 12812352, 12812352, 25088, 4.01021, 51380224, 1048576, 1048576, 1048576, 49, 51380224, 51380224, 100352, 802816, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 256, 4
Resnet50,CONV5_2_Residual,256,393,5.89885e+06,255.349,43287.9,4.39674e+08,6004.41,1024,261.224,512,9,1536,6,1,1,100352,2048,1.70121e+07,100352,2816.18,56.5248,4,3127.71,100352, 100352, 100352, 100352, 1, 100352, 2048, 2048, 2048, 49, 100352, 100352, 100352, 100352, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 256, 1
Resnet50,CONV5_3_1,256,401409,2.67202e+08,128,479.037,4.39674e+08,6004.41,1024,34.592,160,9,648,6,1,1,100352,1048576,1.9229e+08,51380224,2816.18,56.5248,4,3127.71,51380224, 12836928, 12836928, 100352, 4.00253, 51380224, 1048576, 1048576, 1048576, 49, 51380224, 51380224, 25088, 802816, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 256, 4
Resnet50,CONV5_3_2,256,76803,5.29281e+08,767.97,1450.97,4.39674e+08,6004.41,1024,119.368,960,9,5768,54,1,1,25088,2359296,1.11439e+08,58982400,2816.18,56.5248,4,3127.71,58982400, 6808128, 6808128, 25088, 8.66353, 58982400, 2359296, 2359296, 2359296, 25, 58982400, 58982400, 12800, 102400, 1, 1, 3, 1, 1, 1, 1, 3, 3, 3, 256, 12
Resnet50,CONV5_3_3,256,401409,6.36991e+08,128,200.944,4.39674e+08,6004.41,1024,34.5308,160,9,648,6,1,1,25088,1048576,8.06608e+07,51380224,2816.18,56.5248,4,3127.71,51380224, 12812352, 12812352, 25088, 4.01021, 51380224, 1048576, 1048576, 1048576, 49, 51380224, 51380224, 100352, 802816, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 256, 4
Resnet50,CONV5_3_Residual,256,393,5.89885e+06,255.349,43287.9,4.39674e+08,6004.41,1024,261.224,512,9,1536,6,1,1,100352,2048,1.70121e+07,100352,2816.18,56.5248,4,3127.71,100352, 100352, 100352, 100352, 1, 100352, 2048, 2048, 2048, 49, 100352, 100352, 100352, 100352, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 256, 1
